,fluxes
ATHRDHr,0.0
ATP2tp_H,0.0
ATPATF1,0.0
ATPATF2,0.0
ATPATF3,0.0
ATPH1,0.0
ATPM,1.0
ATPPRT,0.0020013994419576767
ATPS,0.0
ATPS3g,0.0
ATPS3m,3.5333175455216814
ATPS3v,0.0
ATPtm_H,3.528466491369003
ATPtp_H,2.5738425301120607e-19
AvAARb,11.378675589861814
BACCL,0.0
BIOMASS_SC5_notrace,0.03018702024068894
BPNT,0.001729716259791746
BTDD_RR,0.0
BTDt_RR,0.0
BTNt2i,0.0
BTSr,0.0
C14STR,6.641144452951568e-05
C22STDS,0.0
C22STDSx,-9.617371514967524e-21
C24STRer,2.113091416848226e-05
C3STDH1,6.641144452951568e-05
C3STDH2,6.64114445295157e-05
C3STKR1,6.641144452951568e-05
C3STKR2,6.64114445295157e-05
C4STMO1,6.641144452951568e-05
C4STMO2,6.641144452951568e-05
C5STDS,0.0
C8STI,0.0
CAT,0.0
CATp,-8.68849423100305e-18
CBASPtn,0.0
CBPS,0.008189738591298906
CBPtn,0.0
CCP2m,0.0
CDPDGPm_SC,0.0
CDPtn,0.0
CER1_24ter,0.0
CER1_26ter,0.0
CER2_24ter,0.0
CER2_26ter,0.0
CERASE124er,0.0
CERASE126er,0.0
CERASE224er,0.0
CERASE226er,0.0
CERH124_copy1,0.0
CERH124_copy2,0.0
CERH126_copy1,0.0
CERH126_copy2,0.0
CERS124,7.898631119093844e-19
CERS124er,0.0
CERS126,0.0
CERS126er,0.0
CERS224,0.0
CERS224er,0.0
CERS226,0.0
CERS226er,0.0
CERS324,0.0
CERS326,0.0
CHLPCTD,0.0
CHLSTI,2.113091416848227e-05
CHLt2,0.0
CHOLK,0.0
CHORM,0.00712111807477852
CHORS,0.007978429449614086
CHRPL,0.0
CHTNDA,0.0
CHTNS,0.0
CITt2r,0.0
CITtam,-0.030754536221211375
CITtap,4.442974846645441e-16
CITtbm,0.0
CITtcm,0.0
CITtcp,0.0
CLPNSm_SC,0.0
CMPN,0.0
CO2t,-13.400314853451087
CO2tg,0.0
CO2tm,-14.751944517741018
CO2tn,0.0
CO2tp,0.0
CO2tv,0.0
COAHLp,0.0
COAtim,3.836667771936119
COAtn,0.0
COUCOAFm,0.0
CPPPGO,0.0
CRNCARtm,0.0
CRNCARtp,0.0
CRNt,0.0
CRNtim,0.0
CRNtp,0.0
CSNATm,0.0
CSNATp,0.0
CSNATr,4.497719686077954e-16
CSND,0.0
CSNt2,0.0
CSm,0.030754536221211375
CSp,4.442974846645441e-16
CTPS1,0.001349359804758795
CTPS2,0.0
CTPtm,0.0
CYOOm,1.9983173754917543
CYOR_u6m,3.9966347509835094
CYSS,0.0
CYSTGL,0.00019923433358806688
CYSTL,3.1261887709495038
CYSTLp,2.2191965396842755e-16
CYSTRS,0.0
CYSTS,3.1263880052830926
CYSTtp,2.2191965396842755e-16
CYSt2r,4.801659726123343e-16
CYTD,0.0
CYTDK2,0.0
CYTDt2,0.0
CYTK1,-0.0008210869505467387
CYTK2,0.0
DADA,0.0
DADK,-0.00010867327286648016
DADNt2,0.0
DADPtn,0.0
DAGCPT_SC,0.0
DAGPYP_SC,0.00019923433358854707
DANNt2,0.0
DASYN_SC,0.0005282728542120565
DASYNm_SC,0.0
DB4PS,5.9770300076564114e-05
DBTS,0.0
DCDPtn,0.0
DCMPDA,-7.244884857765345e-05
DCTPD,0.0
DCYTD,0.0
DCYTt2,0.0
DDPA,0.007978429449614086
DDPAm,0.0
DESAT14,0.0
DESAT16,0.00028738043269135925
DESAT18,0.0005578561340479315
DESAT18_2,0.0001521425820130718
DGDPtn,0.0
DGGH,0.0
DGK1,-7.244884857765345e-05
DGSNt2,0.0
DHAD1m,0.016934918355026498
DHAD2m,0.00581703880038076
DHAK,1.4639893760681812
DHAPtm,0.0
DHFR,0.00010867327286648018
DHFRim,0.0
DHFS,0.0
DHFtm,0.0
DHNPAm,0.0
DHNPTtm,0.0
DHORD4i,0.003338684438620192
DHORDfum,0.0
DHORDi,0.0
DHORTS,-0.0033386844386201916
DHPSm,0.0
DHPTtm,0.0
DHQS,0.007978429449614086
DHQTi,0.007978429449614088
DIAT,0.0
DINSt2,0.0
DIPS,0.0
DKMPPD2,0.0
DMATT,0.0001328228890590314
DM_but_c,11.37867558986182
DNMPPA,0.0
DNTPPA,0.0
DOLK,0.0
DOLPMMer,0.02438809365245258
DOLPMTcer,0.024388093652452585
DOLPt2er,-0.02438809365245258
DPCOAK,0.0
DPCOAKm,0.0
DPGM,0.0
DPMVD,0.0003984686671770942
DPR,0.0
DPRm,0.0
DRBK,0.0
DROPPRy,2.9885150038282053e-05
DRTPPD,2.9885150038282053e-05
DTMPK,0.0
DTTPt,0.0
DUMPtn,0.0
DURIK1,0.0
DURIPP,0.0
DURIt2,0.0
DUTPDP,0.0
DXHPScm,0.0
D_LACDcm,0.0
D_LACDm,0.0
D_LACt2,0.0
D_LACt2m,0.0
D_LACtm,0.0
E4HGLUtm,0.0
E4HGLUtp,0.0
E4Ptm,0.0
ECOAH11p,0.0
ECOAH4p,7.898631119093846e-19
ECOAH5p,7.898631119093846e-19
ECOAH6p,7.898631119093844e-19
ECOAH7p,7.898631119093843e-19
ECOAH8p,7.898631119093844e-19
EHGLAT,0.0
EHGLATm,0.0
EHGLATp,0.0
ENO,19.82229756483207
EPGALURSe,0.0
EPISTAT_SC,0.0
EPISTESTH_SC,0.0
EPISTESTH_SCe,0.0
EPISTt,0.0
EPMGH,0.0
ERGSTAT_SC,0.0
ERGSTESTH_SC,0.0
ERGSTESTH_SCe,0.0
ERGSTGLCT,0.0
ERGSTt,0.0
ERGSTter,2.113091416848226e-05
ERGTETROLter,2.113091416848226e-05
ETHAK,0.0
ETHAPT_SC,0.0
ETHAt,0.0
ETOHt,0.0
ETOHtm,0.0
EX_13BDglcn_e,0.0
EX_2hb_e,0.0
EX_2mbac_e,0.0
EX_2mbald_e,0.0
EX_2mbtoh_e,0.0
EX_2mppal_e,0.0
EX_2phetoh_e,0.0
EX_3c3hmp_e,0.0
EX_3mbald_e,0.0
EX_3mop_e,0.0
EX_4abut_e,1.571769640439247e-18
EX_4abz_e,0.0
EX_5aop_e,0.0
EX_8aonn_e,0.0
EX_Nbfortyr_e,0.0
EX_abt_e,0.0
EX_ac_e,0.0
EX_acald_e,0.0
EX_aces_e,0.0
EX_ade_e,0.0
EX_adn_e,0.0
EX_akg_e,0.0
EX_ala__L_e,0.0
EX_alltn_e,0.0
EX_alltt_e,0.0
EX_amet_e,0.0
EX_arab__D_e,0.0
EX_arab__L_e,0.0
EX_arg__L_e,0.0
EX_asn__L_e,0.0
EX_asp__L_e,0.0
EX_btd_RR_e,0.0
EX_btn_e,0.0
EX_chol_e,0.0
EX_cit_e,0.0
EX_co2_e,13.400314853451087
EX_crn_e,0.0
EX_csn_e,0.0
EX_cys__L_e,0.0
EX_cytd_e,0.0
EX_dad_2_e,0.0
EX_dann_e,0.0
EX_dca_e,0.0
EX_dcyt_e,0.0
EX_ddca_e,0.0
EX_dgsn_e,0.0
EX_din_e,0.0
EX_dttp_e,0.0
EX_duri_e,0.0
EX_epist_e,0.0
EX_epistest_SC_e,0.0
EX_ergst_e,0.0
EX_ergstest_SC_e,0.0
EX_etha_e,0.0
EX_etoh_e,0.0
EX_fe2_e,0.0
EX_fecost_e,0.0
EX_fecostest_SC_e,0.0
EX_fmn_e,0.0
EX_for_e,0.0
EX_fru_e,0.0
EX_fum_e,0.0
EX_g3pc_e,0.0
EX_g3pi_e,0.0
EX_gal_e,0.0
EX_galur_e,0.0
EX_gam6p_e,0.0
EX_gcald_e,0.0
EX_glc__D_e,-10.0
EX_gln__L_e,0.0
EX_glu__L_e,0.0
EX_glx_e,0.0
EX_gly_e,0.0
EX_glyc_e,0.0
EX_gsn_e,0.0
EX_gthox_e,0.0
EX_gthrd_e,0.0
EX_gua_e,0.0
EX_h2o_e,13.76050969953539
EX_h_e,11.530524452167954
EX_hdca_e,0.0
EX_hdcea_e,0.0
EX_hexc_e,0.0
EX_his__L_e,0.0
EX_hxan_e,0.0
EX_iamac_e,0.0
EX_iamoh_e,0.0
EX_ibutac_e,0.0
EX_ibutoh_e,0.0
EX_id3acald_e,0.0
EX_ile__L_e,0.0
EX_ind3eth_e,0.0
EX_inost_e,0.0
EX_ins_e,0.0
EX_k_e,0.0
EX_lac__D_e,0.0
EX_lac__L_e,0.0
EX_lanost_e,0.0
EX_lanostest_SC_e,0.0
EX_leu__L_e,0.0
EX_lys__L_e,0.0
EX_mal__L_e,0.0
EX_malt_e,0.0
EX_man_e,0.0
EX_melib_e,0.0
EX_met__L_e,0.0
EX_mmet_e,0.0
EX_na1_e,0.0
EX_nac_e,0.0
EX_nadp_e,0.0
EX_nh4_e,-0.1689404512962937
EX_nmn_e,0.0
EX_o2_e,-2.0
EX_oaa_e,0.0
EX_ocdca_e,0.0
EX_ocdcea_e,0.0
EX_ocdcya_e,0.0
EX_orn_e,0.0
EX_pacald_e,0.0
EX_pap_e,0.0
EX_pc_SC_e,0.0
EX_pectin_e,0.0
EX_pepd_e,0.0
EX_phe__L_e,0.0
EX_pheac_e,0.0
EX_pi_e,-0.0059679739016245655
EX_pnto__R_e,0.0
EX_pro__L_e,0.0
EX_ptd1ino_SC_e,0.0
EX_ptrc_e,0.0
EX_pyr_e,0.0
EX_rib__D_e,0.0
EX_ribflv_e,0.0
EX_sbt__D_e,0.0
EX_sbt__L_e,0.0
EX_ser__L_e,0.0
EX_so3_e,0.0
EX_so4_e,-0.0023334566646055245
EX_spmd_e,0.0
EX_sprm_e,0.0
EX_srb__L_e,0.0
EX_succ_e,0.0
EX_sucr_e,0.0
EX_taur_e,0.0
EX_thm_e,0.0
EX_thmmp_e,0.0
EX_thmpp_e,0.0
EX_thr__L_e,0.0
EX_thym_e,0.0
EX_thymd_e,0.0
EX_tre_e,0.0
EX_trp__L_e,0.0
EX_ttdca_e,0.0
EX_tyr__L_e,0.0
EX_ura_e,0.0
EX_urea_e,0.0
EX_uri_e,0.0
EX_val__L_e,0.0
EX_xan_e,0.0
EX_xtsn_e,0.0
EX_xyl__D_e,0.0
EX_xylt_e,0.0
EX_zymst_e,0.0
EX_zymstest_SC_e,0.0
FA100tp,0.0
FA120ACPHi,0.0
FA120ACPtm,0.0
FA120tp,0.0
FA140ACPHi,0.0
FA140ACPtm,0.0
FA140COAabcp,0.0
FA140tp,0.0
FA141ACPHi,1.6333537971001173e-19
FA141ACPtm,0.0
FA141COAabcp,0.0
FA141tp,0.0
FA160ACPHi,0.0
FA160ACPtm,0.0
FA160COAabcp,0.0
FA160tp,0.0
FA161ACPHi,-6.34743454777995e-19
FA161ACPtm,-6.347434547779949e-19
FA161COAabcp,0.0
FA161tp,0.0
FA180ACPH,0.0
FA180ACPtm,0.0
FA180COAabcp,0.0
FA181ACPH,0.0
FA181ACPtm,0.0
FA181COAabcp,5.231166551437864e-19
FA182ACPH,4.714080750679832e-19
FA182ACPtm,4.714080750679832e-19
FA182COAabcp,0.0
FA240tp,0.0
FA260tp,2.731611921670818e-34
FA80tp,0.0
FACOAL100p,0.0
FACOAL120p,0.0
FACOAL140,0.0
FACOAL140p,0.0
FACOAL141,0.0
FACOAL141p,0.0
FACOAL160,-0.0006423797907218605
FACOAL160p,0.0
FACOAL161,-6.347434547779947e-19
FACOAL161p,0.0
FACOAL180,0.0006423797907218605
FACOAL181,0.0
FACOAL182,4.714080750679832e-19
FACOAL240p,0.0
FACOAL260p,2.731611921670818e-34
FACOAL40ib,-11.37867558986182
FACOAL80p,-2.731611921670818e-34
FADFMNtm,0.0
FALDH,0.0
FAO141p_even,0.0
FAO141p_odd,0.0
FAO161p_even,0.0
FAO161p_odd,0.0
FAO181p_even,0.0
FAO181p_odd,0.0
FAO182p_eveneven,0.0
FAO182p_evenodd,0.0
FAO182p_oddodd,0.0
FAO240p,-7.898631119093845e-19
FAO80p,-7.89863111909325e-19
FAS100,2.7316119216708187e-34
FAS100ACPm,-8.318670925320369e-19
FAS100COA,0.0016904731334785813
FAS120,2.7316119216708187e-34
FAS120ACPm,0.0
FAS120COA,0.0016566636708090095
FAS140,2.7316119216708187e-34
FAS140ACPm,0.0
FAS140COA,0.0015552352828002948
FAS141,0.0
FAS141ACPm,0.0
FAS160,0.0
FAS160ACPm,4.714080750679831e-19
FAS160COA,0.0013861879694524364
FAS161,2.7316119216708187e-34
FAS161ACPm,0.0
FAS180,0.0006423797907218606
FAS180ACPm,0.0
FAS180COA,0.0
FAS181,0.0
FAS181ACPm,0.0
FAS182ACPm,4.714080750679831e-19
FAS240_L,0.0
FAS260,0.0
FAS80ACPm_L,-1.6772027296833425e-18
FAS80COA_L,0.0016904731334785815
FAS80_L,0.0
FBA,0.0
FBA2,0.0
FBA3,9.915278718966865
FBP,0.0
FBP26,0.0
FCLTm,0.0
FDH,0.0
FDNG,0.0
FE2t,0.0
FE2utm,0.0
FECOSTAT_SC,0.0
FECOSTESTH_SC,0.0
FECOSTESTH_SCe,0.0
FECOSTt,0.0
FEtm,0.0
FKYNH,0.0
FMETTRSm,0.0
FMNAT,0.0
FMNATm,0.0
FMNRx,0.0
FMNRx2,0.0
FOLD3m,0.0
FORt,0.0
FORtm,0.0
FRDPtm,0.0
FRDcm,0.01133794293223881
FRDm,0.0
FRTT,0.0
FRUK,0.0
FRUt2,0.0
FTHFCL,0.0
FTHFCLm,0.0
FTHFI,0.0
FTHFLi,0.00015606689464436185
FTHFLmi,0.0
FUM,0.0
FUMAC,0.0
FUMm,0.01133794293223881
FUMt2r,0.0
G12MT1g,0.0
G12MT2g,0.0
G13MTg,0.0
G16MTg,0.0
G3PCt,0.0
G3PD1ir,1.4647349954681264
G3PD1irm,0.0
G3PDm,0.0
G3PIt,0.0
G3PT,1.4639893760681815
G5SADrm,4.991436226003845e-16
G5SADs,0.004971802233640968
G5SD,0.0
G5SD2,0.00497180223364097
G6PDA,0.0
G6PDH2er,8.754235869799796e-05
G6PDH2r,0.0
G6PI,0.0
G6PI3,9.999999999999982
G6Pter,8.754235869799795e-05
GALIGH,0.0
GALKr,0.0
GALS3,0.0
GALT,0.0
GALUi,0.05061457683756315
GALt2,0.0
GAM6Pt,0.0
GAPD,19.822297564832066
GARFT,0.0029882131336439795
GAT1_SC,0.0007456193999450743
GAT2_SC,-5.765284888656692e-17
GBEZ,0.0
GCALDt,0.0
GCALDtm,0.0
GCC2am,0.0
GCC2bim,0.0
GCC2cm_copy1,0.0
GCC2cm_copy2,0.0
GCCam,0.0
GCCbim,0.0
GCCcm,0.0
GDPMANNtg,0.0
GDPt3g,0.0
GDPtn,0.0
GF6PTA,0.0
GGLGH,0.0
GGTT,0.0
GHMT2r,0.010025411292171394
GHMT2rm,-3.1432356831496575
GK1,0.00010233399861593935
GK2,0.0
GLCGSD,0.0
GLCGSDv,0.0
GLCNtv,0.0
GLCP,0.0
GLCS2,0.015651969994797215
GLCt1,9.99999999999998
GLCtv,0.0
GLNS,0.02476754449691441
GLNTRS,0.0
GLNt2n,0.0
GLNt2r,0.0
GLNt6,0.0
GLNt7,0.0
GLPT,0.0
GLU5K,0.004971802233640971
GLUCYS,0.0
GLUDC,0.0
GLUDxi,0.0
GLUDy,-6.418022476195624
GLUK,9.999999999999982
GLUN,0.0
GLUPRT,0.002988213133643979
GLUSx,0.0
GLUTRS,0.0
GLUTRSm,0.0
GLUt2n,0.0
GLUt2r,0.0
GLUt5m,0.0
GLUt7,0.0
GLUt7m,0.013490579345564394
GLXt,0.0
GLXtp,0.0
GLYAT,0.0
GLYC3Ptm,0.0
GLYCDy,1.4639893760681817
GLYCLm,3.1432356831496575
GLYCt,0.0
GLYCt2,0.0
GLYGS,0.0
GLYK,0.0
GLYOX,0.0
GLYOXm,0.0
GLYTRS,0.0
GLYt2m,6.286471366299316
GLYt2r,0.0
GMPS2,0.0014909369296876307
GND,8.754235869799795e-05
GNNUC,0.0
GPDDA1,0.0
GRTT,0.00013282288905903136
GSNK,0.0
GSNt2,0.0
GSNt2m,0.0
GTHOXti,0.0
GTHOm,0.0
GTHOr,0.0
GTHPi,0.0
GTHPm,0.0
GTHRDabcv,0.0
GTHRDt2,0.0
GTHS,0.0
GTMLT,0.0
GTPCI,0.0
GTPCII,2.988515003828205e-05
GTPH1,0.0
GTPt2m,0.0
GUAD,0.0
GUAPRT,0.0
GUAt2r,0.0
GUAtm,0.0
H2O2tn,0.0
H2Ot,-13.76050969953539
H2Oter,-6.64114445295157e-05
H2Otm,-0.5220687942284863
H2Otn,0.0
H2Otp,6.580517610571125e-16
H2Otv,0.0
HACD10p,0.0
HACD4p,7.898631119093847e-19
HACD5p,7.898631119093846e-19
HACD6p,7.898631119093845e-19
HACD7p,7.898631119093845e-19
HACD8p,7.898631119093844e-19
HACNHm,0.008639525192885177
HBCOAhydb,11.378675589861814
HBZOPT6m,0.0
HCITSm,0.008639525192885179
HCITSn,0.0
HCO3E,6.39526478350634
HCO3Em,-3.490483146639931e-18
HCO3En,0.0
HCO3tn,0.0
HCYSMT,0.0
HCYSt2p,-2.2191965396842765e-16
HDCAt,0.0
HDCEAt,0.0
HEMEOMOm,0.0
HEMEOSm,0.0
HETZK,0.0
HEX1,0.0
HEX4,0.0
HEX7,0.0
HEXCCOAtx,-2.731611921670818e-34
HEXDPtm,0.0
HGNTOR,0.0
HICITDm,0.008639525192885177
HISTD,0.002001399441957677
HISTP,0.0020013994419576767
HISTRS,0.0
HISTRSm,0.0
HISt2m,0.0
HISt2r,0.0
HISt6,0.0
HKYNH,0.0
HMBS,0.0
HMGCOAR,-0.0003984686671770941
HMGCOAS,3.836269303268942
HMGCOASm,-3.836667771936119
HMGCOAtm,-3.8366677719361193
HMPK1,0.0
HPPKm,0.0
HPROa,0.0
HPROb,0.0
HPROxm,0.0
HPROym,0.0
HSDxi,6.301325795219336
HSDy,0.0
HSERTA,0.001729716259792269
HSK,6.299596078959545
HSTPT,0.0020013994419576762
HXANt2r,0.0
HXPRT,0.0
HYPOE,0.0
IAMACt,0.0
IAMOHt,0.0
IAMOHtm,0.0
IBUTACt,0.0
IBUTOHt,0.0
IBUTOHtm,0.0
ICDHxm,0.0
ICDHym,0.0
ICDHyp,0.0
ICDHyr,0.030754536221211822
ICL,0.0
ID3ACALDt,0.0
ID3ACALDtm,0.0
IG3PS,0.002001399441957676
IGPDH,0.002001399441957676
IGPS,0.0008573113748355662
ILETA,-0.002028567760174294
ILETAm,-0.0037884710402064647
ILETRS,0.0
ILETRSm,0.0
ILEt2r,0.0
ILEt6,0.0
ILEt7,0.0
ILEtmi,0.0037884710402064647
IMPC,-0.004989612575601656
IMPD,0.0014909369296876307
IND3ACtm,0.0
IND3ETHt,0.0
IND3ETHtm,0.0
INDPYRD,0.0
INSK,0.0
INSTt2,0.0
INSt2,0.0
IPC124PLC_SC,0.0
IPC126PLC_SC,0.0
IPC224PLC_SC,0.0
IPC226PLC_SC,0.0
IPC324PLC_SC,0.0
IPC326PLC_SC,0.0
IPCS124_SC,0.0
IPCS126_SC,0.0
IPCS224_SC,0.0
IPCS226_SC,0.0
IPCS324_SC,0.0
IPCS326_SC,0.0
IPDDI,0.0001328228890590314
IPDPtm,0.0
IPMD,0.0089474327993402
IPPMIa,-0.008947432799340202
IPPMIb,-0.008947432799340202
IPPS,0.0089474327993402
IPPSm,0.0
ITCOALm,0.0
KARA1im,0.0169349183550265
KARA2im,0.005817038800380759
KYN,0.0
KYN3OX,0.0
Kt2r,0.0
LALDO3,0.0
LANOSTAT_SC,0.0
LANOSTESTH_SC,0.0
LANOSTESTH_SCe,0.0
LANOSTt,0.0
LCADi,0.0
LCYSTintv,0.0
LEUTA,-0.0089474327993402
LEUTAm,0.0
LEUTRS,0.0
LEUTRSm,0.0
LEUt2r,0.0
LEUt6,0.0
LEUt7,0.0
LGTHL,0.0
LNS14DM,0.0
LNS14DMx,6.641144452951568e-05
LNSTLS,6.641144452951568e-05
LPCAT_SC,0.0
LPP_SC,0.0
LSERDHr,0.0
LYSTRS,0.0
LYSTRSm,0.0
LYSt2m,0.0
LYSt2r,0.0
LYSt6,0.0
L_LACD2cm,0.0
L_LACt2r,0.0
L_LACtm,0.0
MACACI,0.0
MALOAAtp,4.383314061144392e-16
MALS,0.0
MALSp,0.0
MALT,0.0
MALTt2,0.0
MALt2r,0.0
MALtm,-14.715762053410355
MAN1PT,0.02438809365245259
MAN6PI,-0.024388093652452588
MANNANter,-0.02438809365245259
MANt2,0.0
MCITDm,0.008639525192885177
MCITL2m,0.0
MCITSm,0.0
MCOATA,0.0
MCOATAm,-3.4904831466399314e-18
MDH,14.685007517189142
MDHm,-14.701272585564995
MDHp,5.966078550105057e-18
MDRPD,0.0
ME1m,0.0
ME2m,0.02760301130808702
MELIBt2,0.0
MELTGH,0.0
METAT,0.0005644972785008833
METB1,0.0
METS,0.0020949792047040266
METTRS,0.0
METTRSm,0.0
METt2m,0.0
METt2r,-2.138857046506439e-16
MEVK1,0.0
MEVK2,0.0
MEVK3,0.00039846866717711447
MEVK4,0.0
MFAPS_SC,0.00018112212144413364
MGSA,0.0
MHPGLUT,0.0
MI13456PKn,0.0
MI1345PKn,0.0
MI1456PKn,0.0
MI145P6Kn,0.0
MI145PKn,0.0
MI145Ptn,0.0
MI1PP,0.00015999120727565146
MI1PS,0.00015999120727565146
MINOHPtn,8.486767400791361e-19
MIP2C124PLC_SC,0.0
MIP2C126PLC_SC,0.0
MIP2C224PLC_SC,0.0
