,fluxes
ATPS3g,0.0
ATPS3m,3.5437135476578074
ATPS3v,0.0
ATPtm_H,3.513577052427837
ATPtp_H,0.0
BACCL,0.0
BCOAhydb,5.556068881798659
BIOMASS_SC5_notrace,0.1094678359243418
BPNT,0.006272506998464785
BTDD_RR,-4.459763488433091e-15
BTDt_RR,4.459763488433092e-15
BTNt2i,0.0
BTSr,0.0
C14STR,0.00024082923903355198
C22STDS,0.0
C22STDSx,0.0
C24STRer,7.662748514703928e-05
C3STDH1,0.00024082923903355198
C3STDH2,0.00024082923903355203
C3STKR1,0.00024082923903355198
C3STKR2,0.00024082923903355203
C4STMO1,0.00024082923903355198
C4STMO2,0.00024082923903355198
C5STDS,0.0
C8STI,0.0
CAT,0.0
CATp,0.0
CBASPtn,0.0
CBPS,0.02969862388627396
CBPtn,0.0
CCP2m,0.0
CDPDGPm_SC,0.0
CDPtn,0.0
CER1_24ter,0.0
CER1_26ter,0.0
CER2_24ter,0.0
CER2_26ter,0.0
CERASE124er,0.0
CERASE126er,0.0
CERASE224er,0.0
CERASE226er,0.0
CERH124_copy1,0.0
CERH124_copy2,0.0
CERH126_copy1,0.0
CERH126_copy2,0.0
CERS124,0.0
CERS124er,0.0
CERS126,0.0
CERS126er,0.0
CERS224,0.0
CERS224er,0.0
CERS226,0.0
CERS226er,0.0
CERS324,0.0
CERS326,0.0
CHLPCTD,0.0
CHLSTI,7.662748514703928e-05
CHLt2,0.0
CHOLK,0.0
CHORM,0.025823462494552227
CHORS,0.028932349034803535
CHRPL,0.0
CHTNDA,0.0
CHTNS,0.0
CITt2r,0.0
CITtam,-0.11152583123971947
CITtap,0.0
CITtbm,0.0
CITtcm,0.0
CITtcp,0.0
CLPNSm_SC,0.0
CMPN,0.0
CO2t,-3.899684769837324
CO2tg,0.0
CO2tm,-11.556511496748595
CO2tn,0.0
CO2tp,0.0
CO2tv,0.0
COAHLp,0.0
COAtim,3.7349486912805485
COAtn,0.0
COUCOAFm,0.0
CPPPGO,0.0
CRNCARtm,0.0
CRNCARtp,0.0
CRNt,0.0
CRNtim,0.0
CRNtp,0.0
CSNATm,0.0
CSNATp,0.0
CSNATr,0.0
CSND,0.0
CSNt2,0.0
CSm,0.11152583123971946
CSp,0.0
CTPS1,0.004893212265818079
CTPS2,0.0
CTPtm,0.0
CYOOm,1.9938982628255773
CYOR_u6m,3.9877965256511554
CYSS,0.0
CYSTGL,0.000722487717100656
CYSTL,0.0
CYSTLp,0.0
CYSTRS,0.0
CYSTS,0.000722487717100656
CYSTtp,0.0
CYSt2r,0.0
CYTD,0.0
CYTDK2,0.0
CYTDt2,0.0
CYTK1,-0.0029775251371420963
CYTK2,0.0
DADA,0.0
DADK,-0.00039408420932763043
DADNt2,0.0
DADPtn,0.0
DAGCPT_SC,0.0
DAGPYP_SC,0.000722487717100656
DANNt2,0.0
DASYN_SC,0.0019156871286759814
DASYNm_SC,-1.5222638131346536e-19
DB4PS,0.00021674631513019676
DBTS,0.0
DCDPtn,0.0
DCMPDA,-0.0002627228062184203
DCTPD,0.0
DCYTD,0.0
DCYTt2,0.0
DDPA,0.028932349034803545
DDPAm,0.0
DESAT14,0.0
DESAT16,0.0
DESAT18,0.0
DESAT18_2,0.0005517178930586827
DGDPtn,0.0
DGGH,0.0
DGK1,-0.0002627228062184203
DGSNt2,0.0
DHAD1m,0.061411455953555766
DHAD2m,0.021094451982620662
DHAK,6.206185223213018
DHAPtm,0.0
DHFR,0.0003940842093276305
DHFRim,0.0
DHFS,0.0
DHFtm,0.0
DHNPAm,0.0
DHNPTtm,0.0
DHORD4i,0.012107142653232232
DHORDfum,0.0
DHORDi,0.0
DHORTS,-0.01210714265323223
DHPSm,0.0
DHPTtm,0.0
DHQS,0.02893234903480354
DHQTi,0.02893234903480354
DIAT,0.0
DINSt2,0.0
DIPS,0.0
DKMPPD2,0.0
DMATT,0.00048165847806710396
DM_but_c,5.556068881798659
DNMPPA,0.0
DNTPPA,0.0
DOLK,0.0
DOLPMMer,0.08843906464327571
DOLPMTcer,0.08843906464327572
DOLPt2er,-0.08843906464327571
DPCOAK,0.0
DPCOAKm,0.0
DPGM,0.0
DPMVD,0.0014449754342013117
DPR,0.0
DPRm,0.0
DRBK,0.0
DROPPRy,0.0001083731575650984
DRTPPD,0.0001083731575650984
DTMPK,0.0
DTTPt,0.0
DUMPtn,0.0
DURIK1,0.0
DURIPP,0.0
DURIt2,0.0
DUTPDP,0.0
DXHPScm,0.0
D_LACDcm,0.0
D_LACDm,0.0
D_LACt2,0.0
D_LACt2m,0.0
D_LACtm,0.0
E4HGLUtm,0.0
E4HGLUtp,0.0
E4Ptm,0.0
ECOAH11p,0.0
ECOAH4p,0.0
ECOAH5p,0.0
ECOAH6p,0.0
ECOAH7p,0.0
ECOAH8p,0.0
EHGLAT,0.0
EHGLATm,0.0
EHGLATp,0.0
ENO,19.293776284175426
EPGALURSe,0.0
EPISTAT_SC,0.0
EPISTESTH_SC,0.0
EPISTESTH_SCe,0.0
EPISTt,0.0
EPMGH,0.0
ERGSTAT_SC,0.0
ERGSTESTH_SC,0.0
ERGSTESTH_SCe,0.0
ERGSTGLCT,0.0
ERGSTt,0.0
ERGSTter,7.662748514703925e-05
ERGTETROLter,7.662748514703926e-05
ETHAK,0.0
ETHAPT_SC,0.0
ETHAt,0.0
ETOHt,-0.006270317641748364
ETOHtm,0.0
EX_13BDglcn_e,0.0
EX_2hb_e,0.0
EX_2mbac_e,0.0
EX_2mbald_e,0.0
EX_2mbtoh_e,0.0
EX_2mppal_e,0.0
EX_2phetoh_e,0.0
EX_3c3hmp_e,0.0
EX_3mbald_e,0.0
EX_3mop_e,0.0
EX_4abut_e,0.0
EX_4abz_e,0.0
EX_5aop_e,0.0
EX_8aonn_e,0.0
EX_Nbfortyr_e,0.0
EX_abt_e,0.0
EX_ac_e,0.0
EX_acald_e,0.0
EX_aces_e,0.0
EX_ade_e,0.0
EX_adn_e,0.0
EX_akg_e,0.0
EX_ala__L_e,0.0
EX_alltn_e,0.0
EX_alltt_e,0.0
EX_amet_e,0.0
EX_arab__D_e,0.0
EX_arab__L_e,0.0
EX_arg__L_e,0.0
EX_asn__L_e,0.0
EX_asp__L_e,0.0
EX_btd_RR_e,0.0
EX_btn_e,0.0
EX_chol_e,0.0
EX_cit_e,0.0
EX_co2_e,3.899684769837324
EX_crn_e,0.0
EX_csn_e,0.0
EX_cys__L_e,0.0
EX_cytd_e,0.0
EX_dad_2_e,0.0
EX_dann_e,0.0
EX_dca_e,0.0
EX_dcyt_e,0.0
EX_ddca_e,0.0
EX_dgsn_e,0.0
EX_din_e,0.0
EX_dttp_e,0.0
EX_duri_e,0.0
EX_epist_e,0.0
EX_epistest_SC_e,0.0
EX_ergst_e,0.0
EX_ergstest_SC_e,0.0
EX_etha_e,0.0
EX_etoh_e,0.006270317641748364
EX_fe2_e,0.0
EX_fecost_e,0.0
EX_fecostest_SC_e,0.0
EX_fmn_e,0.0
EX_for_e,0.0
EX_fru_e,0.0
EX_fum_e,0.0
EX_g3pc_e,0.0
EX_g3pi_e,0.0
EX_gal_e,0.0
EX_galur_e,0.0
EX_gam6p_e,0.0
EX_gcald_e,0.0
EX_glc__D_e,-10.0
EX_gln__L_e,0.0
EX_glu__L_e,0.0
EX_glx_e,0.0
EX_gly_e,0.0
EX_glyc_e,0.0
EX_gsn_e,0.0
EX_gthox_e,0.0
EX_gthrd_e,0.0
EX_gua_e,0.0
EX_h2o_e,12.681847418120956
EX_h_e,21.071223065242204
EX_hdca_e,0.0
EX_hdcea_e,0.0
EX_hexc_e,0.0
EX_his__L_e,0.0
EX_hxan_e,0.0
EX_iamac_e,0.0
EX_iamoh_e,0.0
EX_ibutac_e,0.0
EX_ibutoh_e,0.0
EX_id3acald_e,0.0
EX_ile__L_e,0.0
EX_ind3eth_e,0.0
EX_inost_e,0.0
EX_ins_e,0.0
EX_k_e,0.0
EX_lac__D_e,0.0
EX_lac__L_e,0.0
EX_lanost_e,0.0
EX_lanostest_SC_e,0.0
EX_leu__L_e,0.0
EX_lys__L_e,0.0
EX_mal__L_e,0.0
EX_malt_e,0.0
EX_man_e,0.0
EX_melib_e,0.0
EX_met__L_e,0.0
EX_mmet_e,0.0
EX_na1_e,0.0
EX_nac_e,-4.4025461312857285e-15
EX_nadp_e,0.0
EX_nh4_e,-0.6126323650371339
EX_nmn_e,0.0
EX_o2_e,-2.0
EX_oaa_e,0.0
EX_ocdca_e,0.0
EX_ocdcea_e,0.0
EX_ocdcya_e,0.0
EX_orn_e,0.0
EX_pacald_e,0.0
EX_pap_e,0.0
EX_pc_SC_e,0.0
EX_pectin_e,0.0
EX_pepd_e,0.0
EX_phe__L_e,0.0
EX_pheac_e,0.0
EX_pi_e,-0.021641791162259654
EX_pnto__R_e,0.0
EX_pro__L_e,0.0
EX_ptd1ino_SC_e,0.0
EX_ptrc_e,0.0
EX_pyr_e,0.0
EX_rib__D_e,0.0
EX_ribflv_e,0.0
EX_sbt__D_e,0.0
EX_sbt__L_e,0.0
EX_ser__L_e,0.0
EX_so3_e,0.0
EX_so4_e,-0.008461863716951621
EX_spmd_e,0.0
EX_sprm_e,0.0
EX_srb__L_e,0.0
EX_succ_e,7.482250706214205
EX_sucr_e,0.0
EX_taur_e,0.0
EX_thm_e,0.0
EX_thmmp_e,0.0
EX_thmpp_e,0.0
EX_thr__L_e,0.0
EX_thym_e,0.0
EX_thymd_e,0.0
EX_tre_e,0.0
EX_trp__L_e,0.0
EX_ttdca_e,0.0
EX_tyr__L_e,0.0
EX_ura_e,0.0
EX_urea_e,0.0
EX_uri_e,0.0
EX_val__L_e,0.0
EX_xan_e,0.0
EX_xtsn_e,0.0
EX_xyl__D_e,0.0
EX_xylt_e,0.0
EX_zymst_e,0.0
EX_zymstest_SC_e,0.0
FA100tp,0.0
FA120ACPHi,0.0
FA120ACPtm,0.0
FA120tp,0.0
FA140ACPHi,0.0
FA140ACPtm,0.0
FA140COAabcp,0.0
FA140tp,0.0
FA141ACPHi,0.0
FA141ACPtm,0.0
FA141COAabcp,0.0
FA141tp,0.0
FA160ACPHi,0.0
FA160ACPtm,0.0
FA160COAabcp,0.0
FA160tp,0.0
FA161ACPHi,0.0
FA161ACPtm,0.0
FA161COAabcp,0.0
FA161tp,0.0
FA180ACPH,0.0
FA180ACPtm,0.0
FA180COAabcp,0.0
FA181ACPH,0.0
FA181ACPtm,0.0
FA181COAabcp,0.0
FA182ACPH,0.0
FA182ACPtm,0.0
FA182COAabcp,0.0
FA240tp,0.0
FA260tp,0.0
FA80tp,0.0
FACOAL100p,0.0
FACOAL120p,0.0
FACOAL140,-0.0033716093464697347
FACOAL140p,0.0
FACOAL141,0.0
FACOAL141p,0.0
FACOAL160,0.0
FACOAL160p,0.0
FACOAL161,0.001042133797999734
FACOAL161p,0.0
FACOAL180,0.00030650994058815706
FACOAL181,0.002022965607881837
FACOAL182,0.0
FACOAL240p,0.0
FACOAL260p,0.0
FACOAL80p,0.0
FADFMNtm,0.0
FALDH,0.0
FAO141p_even,0.0
FAO141p_odd,0.0
FAO161p_even,0.0
FAO161p_odd,0.0
FAO181p_even,0.0
FAO181p_odd,0.0
FAO182p_eveneven,0.0
FAO182p_evenodd,0.0
FAO182p_oddodd,0.0
FAO240p,0.0
FAO80p,0.0
FAS100,-8.850832633194649e-18
FAS100ACPm,0.0
FAS100COA,0.006130198811763149
FAS120,-8.772874896933858e-18
FAS120ACPm,0.0
FAS120COA,0.0060075948355278845
FAS140,-8.394610737723764e-18
FAS140ACPm,0.0
FAS140COA,0.005639782906822097
FAS141,0.0
FAS141ACPm,0.0
FAS160,0.002329475548469994
FAS160ACPm,0.0
FAS160COA,0.0016551536791760482
FAS161,0.001042133797999734
FAS161ACPm,0.0
FAS180,0.00030650994058815706
FAS180ACPm,0.0
FAS180COA,0.0
FAS181,0.0020229656078818367
FAS181ACPm,0.0
FAS182ACPm,0.0
FAS240_L,0.0
FAS260,0.0
FAS80ACPm_L,0.0
FAS80COA_L,0.00613019881176315
FAS80_L,0.0
FBA,0.0
FBA2,0.0
FBA3,9.692773409979326
FBP,0.0
FBP26,0.0
FCLTm,0.0
FDH,0.0
FDNG,0.0
FE2t,0.0
FE2utm,0.0
FECOSTAT_SC,0.0
FECOSTESTH_SC,0.0
FECOSTESTH_SCe,0.0
FECOSTt,0.0
FEtm,0.0
FKYNH,0.0
FMETTRSm,0.0
FMNAT,0.0
FMNATm,0.0
FMNRx,0.0
FMNRx2,0.0
FOLD3m,0.0
FORt,1.5889449677873945e-19
FORtm,0.0
FRDPtm,0.0
FRDcm,7.482250706214207
FRDm,0.0
FRTT,0.0
FRUK,0.0
FRUt2,0.0
FTHFCL,0.0
FTHFCLm,0.0
FTHFI,0.0
FTHFLi,0.0005659487117288473
FTHFLmi,0.0
FUM,-7.441135681719388
FUMAC,0.0
FUMm,0.0
FUMt2r,0.0
G12MT1g,0.0
G12MT2g,0.0
G13MTg,0.0
G16MTg,0.0
G3PCt,0.0
G3PD1ir,6.2088890787603495
G3PD1irm,0.0
G3PDm,0.0
G3PIt,0.0
G3PT,6.2061852232130175
G5SADrm,0.0
G5SADs,0.018029352576739096
G5SD,0.0
G5SD2,0.018029352576739096
G6PDA,0.0
G6PDH2er,0.00031745672418059123
G6PDH2r,0.0
G6PI,0.0
G6PI3,9.81299609589045
G6Pter,0.00031745672418059123
GALIGH,0.0
GALKr,0.0
GALS3,0.0
GALT,0.0
GALUi,0.1835447204943439
GALt2,0.0
GAM6Pt,0.0
GAPD,19.355593865800255
GARFT,0.010836221078148231
GAT1_SC,0.0027038555473312418
GAT2_SC,0.0
GBEZ,0.0
GCALDt,0.0
GCALDtm,0.0
GCC2am,0.0
GCC2bim,0.0
GCC2cm_copy1,0.0
GCC2cm_copy2,0.0
GCCam,0.0
GCCbim,0.0
GCCcm,0.0
GDPMANNtg,0.0
GDPt3g,0.0
GDPtn,0.0
GF6PTA,0.0
GGLGH,0.0
GGTT,0.0
GHMT2r,0.03635536298882843
GHMT2rm,0.0
GK1,0.00037109596378351155
GK2,0.0
GLCGSD,0.0
GLCGSDv,0.0
GLCNtv,0.0
GLCP,0.0
GLCS2,0.056759072926771216
GLCt1,10.0
GLCtv,0.0
GLNS,0.08981507534084002
GLNTRS,0.0
GLNt2n,0.0
GLNt2r,0.0
GLNt6,0.0
GLNt7,0.0
GLPT,0.0
GLU5K,0.018029352576739092
GLUCYS,0.0
GLUDC,0.0
GLUDxi,0.0
GLUDy,-0.5388641797644388
GLUK,9.812996095890448
GLUN,0.0
GLUPRT,0.010836221078148231
GLUSx,0.0
GLUTRS,0.0
GLUTRSm,0.0
GLUt2n,0.0
GLUt2r,0.0
GLUt5m,0.0
GLUt7,0.0
GLUt7m,0.04892117587458837
GLXt,0.0
GLXtp,0.0
GLYAT,0.0
GLYC3Ptm,0.0
GLYCDy,6.206185223213018
GLYCLm,0.0
GLYCt,0.0
GLYCt2,0.0
GLYGS,0.0
GLYK,0.0
GLYOX,0.0
GLYOXm,0.0
GLYTRS,0.0
GLYt2m,0.0
GLYt2r,0.0
GMPS2,0.0054066164163032344
GND,0.0003174567241805721
GNNUC,0.0
GPDDA1,0.0
GRTT,0.00048165847806710396
GSNK,0.0
GSNt2,0.0
GSNt2m,0.0
GTHOXti,0.0
GTHOm,0.0
GTHOr,0.0
GTHPi,0.0
GTHPm,0.0
GTHRDabcv,0.0
GTHRDt2,0.0
GTHS,0.0
GTMLT,0.0
GTPCI,0.0
GTPCII,0.00010837315756509841
GTPH1,0.0
GTPt2m,0.0
GUAD,0.0
GUAPRT,0.0
GUAt2r,0.0
GUAtm,0.0
H2O2tn,0.0
H2Ot,-12.681847418120956
H2Oter,-0.00024082923903355198
H2Otm,-3.7299392570848577
H2Otn,0.0
H2Otp,2.038330011398734e-18
H2Otv,0.0
HACD10p,0.0
HACD4p,0.0
HACD5p,0.0
HACD6p,0.0
HACD7p,0.0
HACD8p,0.0
HACNHm,0.031329694641546633
HBCOAhydb,5.5560688817986605
HBZOPT6m,0.0
HCITSm,0.031329694641546633
HCITSn,0.0
HCO3E,7.876770597528818
HCO3Em,0.0
HCO3En,0.0
HCO3tn,0.0
HCYSMT,0.0
HCYSt2p,0.0
HDCAt,0.0
HDCEAt,0.0
HEMEOMOm,0.0
HEMEOSm,0.0
HETZK,0.0
HEX1,0.18700390410955087
HEX4,0.0
HEX7,0.0
HEXCCOAtx,0.0
HEXDPtm,0.0
HGNTOR,0.0
HICITDm,0.031329694641546633
HISTD,0.007257717521783861
HISTP,0.007257717521783861
HISTRS,0.0
HISTRSm,0.0
HISt2m,0.0
HISt2r,0.0
HISt6,0.0
HKYNH,0.0
HMBS,0.0
HMGCOAR,-0.0014449754342013112
HMGCOAS,3.7335037158463473
HMGCOASm,-3.7349486912805494
HMGCOAtm,-3.7349486912805494
HMPK1,0.0
HPPKm,0.0
HPROa,0.0
HPROb,0.0
HPROxm,0.0
HPROym,0.0
HSDxi,0.0538669327016519
HSDy,0.0
HSERTA,0.006272506998464784
HSK,0.04759442570318783
HSTPT,0.0072577175217838595
HXANt2r,0.0
HXPRT,0.0
HYPOE,0.0
IAMACt,0.0
IAMOHt,0.0
IAMOHtm,0.0
IBUTACt,0.0
IBUTOHt,0.0
IBUTOHtm,0.0
ICDHxm,0.0
ICDHym,0.0
ICDHyp,0.0
ICDHyr,0.11152583123971947
ICL,0.0
ID3ACALDt,0.0
ID3ACALDtm,0.0
IG3PS,0.0072577175217838595
IGPDH,0.00725771752178386
IGPS,0.003108886540251308
ILETA,-0.021094451982620666
ILETAm,0.0
ILETRS,0.0
ILETRSm,0.0
ILEt2r,0.0
ILEt6,0.0
ILEt7,0.0
ILEtmi,0.0
IMPC,-0.018093938599932094
IMPD,0.0054066164163032344
IND3ACtm,0.0
IND3ETHt,0.0
IND3ETHtm,0.0
INDPYRD,0.0
INSK,0.0
INSTt2,0.0
INSt2,0.0
IPC124PLC_SC,0.0
IPC126PLC_SC,0.0
IPC224PLC_SC,0.0
IPC226PLC_SC,0.0
IPC324PLC_SC,0.0
IPC326PLC_SC,0.0
IPCS124_SC,0.0
IPCS126_SC,0.0
IPCS224_SC,0.0
IPCS226_SC,0.0
IPCS324_SC,0.0
IPCS326_SC,0.0
IPDDI,0.00048165847806710396
IPDPtm,0.0
IPMD,0.032446266567974905
IPPMIa,-0.032446266567974905
IPPMIb,-0.032446266567974905
IPPS,0.032446266567974905
IPPSm,0.0
ITCOALm,0.0
KARA1im,0.06141145595355576
KARA2im,0.02109445198262066
KYN,0.0
KYN3OX,0.0
Kt2r,0.0
LALDO3,0.0
LANOSTAT_SC,0.0
LANOSTESTH_SC,0.0
LANOSTESTH_SCe,0.0
LANOSTt,0.0
LCADi,0.0
LCYSTintv,0.0
LEUTA,-0.032446266567974905
LEUTAm,0.0
LEUTRS,0.0
LEUTRSm,0.0
LEUt2r,0.0
LEUt6,0.0
LEUt7,0.0
LGTHL,0.0
LNS14DM,0.0
LNS14DMx,0.00024082923903355195
LNSTLS,0.00024082923903355195
LPCAT_SC,0.0
LPP_SC,0.0
LSERDHr,0.0
LYSTRS,0.0
LYSTRSm,0.0
LYSt2m,0.0
LYSt2r,0.0
LYSt6,0.0
L_LACD2cm,0.0
L_LACt2r,0.0
L_LACtm,0.0
MACACI,0.0
MALOAAtp,0.0
MALS,0.0
MALSp,0.0
MALT,0.0
MALTt2,0.0
MALt2r,0.0
MALtm,-0.011428442070501175
MAN1PT,0.08843906464327574
MAN6PI,-0.08843906464327574
MANNANter,-0.08843906464327574
MANt2,0.0
MCITDm,0.031329694641546633
MCITL2m,0.0
MCITSm,0.0
MCOATA,0.0
MCOATAm,0.0
MDH,-7.541233070888608
MDHm,0.0
MDHp,0.0
MDRPD,0.0
ME1m,0.0
ME2m,0.10009738916921829
MELIBt2,0.0
MELTGH,0.0
METAT,0.002047048531785192
METB1,0.0
METS,0.007597067813149321
METTRS,0.0
METTRSm,0.0
METt2m,0.0
METt2r,0.0
MEVK1,0.0014449754342013117
MEVK2,0.0
MEVK3,0.0
MEVK4,0.0
MFAPS_SC,0.0006568070155460506
MGSA,0.0
MHPGLUT,0.0
MI13456PKn,0.0
MI1345PKn,0.0
MI1456PKn,0.0
MI145P6Kn,0.0
MI145PKn,0.0
MI145Ptn,0.0
MI1PP,0.0005801795303990117
MI1PS,0.0005801795303990117
MINOHPtn,0.0
MIP2C124PLC_SC,0.0
MIP2C126PLC_SC,0.0
MIP2C224PLC_SC,0.0
MIP2C226PLC_SC,0.0
MIP2C324PLC_SC,0.0
MIP2C326PLC_SC,0.0
MIP2CS124_SC,0.0
MIP2CS126_SC,0.0
MIP2CS224_SC,0.0
MIP2CS226_SC,0.0
MIP2CS324_SC,0.0
MIP2CS326_SC,0.0
MIPC124PLC_SC,0.0
MIPC126PLC_SC,0.0
MIPC224PLC_SC,0.0
MIPC226PLC_SC,0.0
MIPC324PLC_SC,0.0
MIPC326PLC_SC,0.0
MIPCS124_SC,0.0
MIPCS126_SC,0.0
MIPCS224_SC,0.0
MIPCS226_SC,0.0
MIPCS324_SC,0.0
MIPCS326_SC,0.0
MMETt2,0.0
MOHMT,0.0
MTAP,0.0
MTHFC,0.028364210966352072
MTHFCm,0.0
MTHFD,0.02836421096635208
MTHFD2i,0.0
MTHFDm,0.0
MTHFR3,0.00759706781314932
MTRI,0.0
NABTNO,0.0
NACt,4.4025461312857285e-15
NADDPp,0.0
