,fluxes
ASPt7,0.0
ATHRDHr,0.0
ATP2tp_H,0.0
ATPATF1,0.0
ATPATF2,0.0
ATPATF3,0.0
ATPH1,0.0
ATPM,1.0
ATPPRT,-2.892865559212016e-16
ATPS,0.0
ATPS3g,0.0
ATPS3m,4.8137254902004045
ATPS3v,0.0
ATPtm_H,0.0
ATPtp_H,0.0
AvAARb,8.948529411766499
BACCL,0.0
BCOAhydb,8.948529411766497
BIOMASS_SC5_notrace,-4.363296469399722e-15
BPNT,-2.5001688769660404e-16
BTDD_RR,0.0
BTDt_RR,0.0
BTNt2i,0.0
BTSr,0.0
C14STR,-1.2914933181271875e-16
C22STDS,0.0
C22STDSx,-5.512827120736502e-17
C24STRer,-3.054307528579808e-18
C3STDH1,-1.2914933181271875e-16
C3STDH2,-1.2914933181271875e-16
C3STKR1,-1.2914933181271875e-16
C3STKR2,-1.0076321426611374e-17
C4STMO1,-1.2914933181271875e-16
C4STMO2,-1.2914933181271873e-16
C5STDS,0.0
C8STI,0.0
CAT,0.0
CATp,0.0
CBASPtn,0.0
CBPS,-1.1837623321481445e-15
CBPtn,0.0
CCP2m,0.0
CDPDGPm_SC,0.0
CDPtn,0.0
CER1_24ter,0.0
CER1_26ter,0.0
CER2_24ter,0.0
CER2_26ter,0.0
CERASE124er,0.0
CERASE126er,0.0
CERASE224er,0.0
CERASE226er,0.0
CERH124_copy1,0.0
CERH124_copy2,0.0
CERH126_copy1,0.0
CERH126_copy2,0.0
CERS124,0.0
CERS124er,0.0
CERS126,0.0
CERS126er,0.0
CERS224,0.0
CERS224er,0.0
CERS226,0.0
CERS226er,0.0
CERS324,0.0
CERS326,0.0
CHLPCTD,0.0
CHLSTI,-3.493441168064846e-18
CHLt2,0.0
CHOLK,0.0
CHORM,-1.0293016371313944e-15
CHORS,-1.1532192568623465e-15
CHRPL,0.0
CHTNDA,0.0
CHTNS,0.0
CITt2r,0.0
CITtam,-3.1603477640833113e-18
CITtap,0.0
CITtbm,0.0
CITtcm,0.0
CITtcp,0.0
CLPNSm_SC,0.0
CMPN,0.0
CO2t,-10.980392156865463
CO2tg,0.0
CO2tm,-17.367647058825373
CO2tn,-2.707518265454911e-32
CO2tp,0.0
CO2tv,0.0
COAHLp,0.0
COAtim,5.965686274510996
COAtn,0.0
COUCOAFm,0.0
CPPPGO,0.0
CRNCARtm,0.0
CRNCARtp,0.0
CRNt,0.0
CRNtim,0.0
CRNtp,0.0
CSNATm,0.0
CSNATp,0.0
CSNATr,0.0
CSND,0.0
CSNt2,0.0
CSm,0.0
CSp,0.0
CTPS1,-1.9503935218216757e-16
CTPS2,0.0
CTPtm,0.0
CYOOm,2.0000000000013327
CYOR_u6m,4.000000000002666
CYSS,0.0
CYSTGL,-2.879775669803817e-17
CYSTL,1.8774509803926123
CYSTLp,0.0
CYSTRS,0.0
CYSTS,1.8774509803926125
CYSTtp,0.0
CYSt2r,0.0
CYTD,0.0
CYTDK2,0.0
CYTDt2,0.0
CYTK1,1.1868166396767244e-16
CYTK2,0.0
DADA,0.0
DADK,1.5707867289838998e-17
DADNt2,0.0
DADPtn,6.288052746966718e-33
DAGCPT_SC,0.0
DAGPYP_SC,-2.8797756698038165e-17
DANNt2,0.0
DASYN_SC,-7.589879367335633e-17
DASYNm_SC,9.403631812727738e-19
DB4PS,-1.6581570071907315e-16
DBTS,0.0
DCDPtn,0.0
DCMPDA,1.0471911526559334e-17
DCTPD,0.0
DCYTD,0.0
DCYTt2,0.0
DDPA,-1.1532192568623467e-15
DDPAm,0.0
DESAT14,0.0
DESAT16,0.0
DESAT18,0.0
DESAT18_2,-2.19910142057746e-17
DGDPtn,0.0
DGGH,0.0
DGK1,1.0471911526559334e-17
DGSNt2,4.3961791777520804e-33
DHAD1m,-2.409686877187719e-15
DHAD2m,-8.408072296533265e-16
DHAK,5.102941176470163
DHAPtm,0.0
DHFR,-1.570786728983902e-17
DHFRim,0.0
DHFS,0.0
DHFtm,0.0
DHNPAm,0.0
DHNPTtm,0.0
DHORD4i,-4.82580589515609e-16
DHORDfum,0.0
DHORDi,0.0
DHORTS,4.82580589515609e-16
DHPSm,0.0
DHPTtm,0.0
DHQS,-1.1532192568623467e-15
DHQTi,-1.1532192568623467e-15
DIAT,0.0
DINSt2,0.0
DIPS,0.0
DKMPPD2,0.0
DMATT,-2.5829866362543745e-16
DM_but_c,8.948529411766497
DNMPPA,0.0
DNTPPA,0.0
DOLK,0.0
DOLPMMer,-3.525107217628035e-15
DOLPMTcer,-3.525107217628035e-15
DOLPt2er,3.5251072176280356e-15
DPCOAK,0.0
DPCOAKm,0.0
DPGM,0.0
DPMVD,-7.748959908763125e-16
DPR,0.0
DPRm,0.0
DRBK,0.0
DROPPRy,-4.940723937691715e-18
DRTPPD,-4.940723937691715e-18
DTMPK,-2.0530944935322028e-32
DTTPt,0.0
DUMPtn,2.47536184766718e-32
DURIK1,4.396179177752079e-33
DURIPP,4.762920415444288e-16
DURIt2,0.0
DUTPDP,0.0
DXHPScm,0.0
D_LACDcm,0.0
D_LACDm,0.0
D_LACt2,0.0
D_LACt2m,0.0
D_LACtm,0.0
E4HGLUtm,0.0
E4HGLUtp,0.0
E4Ptm,0.0
ECOAH11p,0.0
ECOAH4p,0.0
ECOAH5p,0.0
ECOAH6p,0.0
ECOAH7p,0.0
ECOAH8p,0.0
EHGLAT,0.0
EHGLATm,0.0
EHGLATp,0.0
ENO,20.000000000000053
EPGALURSe,0.0
EPISTAT_SC,0.0
EPISTESTH_SC,0.0
EPISTESTH_SCe,0.0
EPISTt,0.0
EPMGH,0.0
ERGSTAT_SC,0.0
ERGSTESTH_SC,0.0
ERGSTESTH_SCe,0.0
ERGSTGLCT,0.0
ERGSTt,0.0
ERGSTter,-3.054307528579808e-18
ERGTETROLter,-5.862171237542986e-17
ETHAK,0.0
ETHAPT_SC,0.0
ETHAt,0.0
ETOHt,-1.3480392156849712
ETOHtm,0.0
EX_13BDglcn_e,0.0
EX_2hb_e,0.0
EX_2mbac_e,0.0
EX_2mbald_e,0.0
EX_2mbtoh_e,0.0
EX_2mppal_e,0.0
EX_2phetoh_e,0.0
EX_3c3hmp_e,0.0
EX_3mbald_e,0.0
EX_3mop_e,0.0
EX_4abut_e,0.0
EX_4abz_e,0.0
EX_5aop_e,0.0
EX_8aonn_e,0.0
EX_Nbfortyr_e,0.0
EX_abt_e,0.0
EX_ac_e,0.0
EX_acald_e,0.0
EX_aces_e,0.0
EX_ade_e,0.0
EX_adn_e,0.0
EX_akg_e,0.0
EX_ala__L_e,0.0
EX_alltn_e,0.0
EX_alltt_e,0.0
EX_amet_e,0.0
EX_arab__D_e,0.0
EX_arab__L_e,0.0
EX_arg__L_e,0.0
EX_asn__L_e,0.0
EX_asp__L_e,0.0
EX_btd_RR_e,0.0
EX_btn_e,0.0
EX_chol_e,0.0
EX_cit_e,0.0
EX_co2_e,10.980392156865463
EX_crn_e,0.0
EX_csn_e,0.0
EX_cys__L_e,0.0
EX_cytd_e,0.0
EX_dad_2_e,0.0
EX_dann_e,0.0
EX_dca_e,0.0
EX_dcyt_e,0.0
EX_ddca_e,0.0
EX_dgsn_e,0.0
EX_din_e,0.0
EX_dttp_e,0.0
EX_duri_e,0.0
EX_epist_e,0.0
EX_epistest_SC_e,0.0
EX_ergst_e,0.0
EX_ergstest_SC_e,0.0
EX_etha_e,0.0
EX_etoh_e,1.3480392156849712
EX_fe2_e,0.0
EX_fecost_e,0.0
EX_fecostest_SC_e,0.0
EX_fmn_e,0.0
EX_for_e,0.0
EX_fru_e,0.0
EX_fum_e,0.0
EX_g3pc_e,0.0
EX_g3pi_e,0.0
EX_gal_e,0.0
EX_galur_e,0.0
EX_gam6p_e,0.0
EX_gcald_e,0.0
EX_glc__D_e,-10.0
EX_gln__L_e,0.0
EX_glu__L_e,0.0
EX_glx_e,0.0
EX_gly_e,0.0
EX_glyc_e,0.0
EX_gsn_e,0.0
EX_gthox_e,0.0
EX_gthrd_e,0.0
EX_gua_e,0.0
EX_h2o_e,12.26470588235504
EX_h_e,14.213235294115883
EX_hdca_e,0.0
EX_hdcea_e,0.0
EX_hexc_e,0.0
EX_his__L_e,0.0
EX_hxan_e,0.0
EX_iamac_e,0.0
EX_iamoh_e,0.0
EX_ibutac_e,0.0
EX_ibutoh_e,0.0
EX_id3acald_e,0.0
EX_ile__L_e,0.0
EX_ind3eth_e,0.0
EX_inost_e,0.0
EX_ins_e,0.0
EX_k_e,0.0
EX_lac__D_e,0.0
EX_lac__L_e,0.0
EX_lanost_e,0.0
EX_lanostest_SC_e,0.0
EX_leu__L_e,0.0
EX_lys__L_e,0.0
EX_mal__L_e,0.0
EX_malt_e,0.0
EX_man_e,0.0
EX_melib_e,0.0
EX_met__L_e,0.0
EX_mmet_e,0.0
EX_na1_e,0.0
EX_nac_e,0.0
EX_nadp_e,0.0
EX_nh4_e,7.11002435794737e-14
EX_nmn_e,0.0
EX_o2_e,-2.0
EX_oaa_e,0.0
EX_ocdca_e,0.0
EX_ocdcea_e,0.0
EX_ocdcya_e,0.0
EX_orn_e,0.0
EX_pacald_e,0.0
EX_pap_e,0.0
EX_pc_SC_e,0.0
EX_pectin_e,0.0
EX_pepd_e,0.0
EX_phe__L_e,0.0
EX_pheac_e,0.0
EX_pi_e,-3.001516798834995e-14
EX_pnto__R_e,0.0
EX_pro__L_e,0.0
EX_ptd1ino_SC_e,0.0
EX_ptrc_e,0.0
EX_pyr_e,0.0
EX_rib__D_e,0.0
EX_ribflv_e,0.0
EX_sbt__D_e,0.0
EX_sbt__L_e,0.0
EX_ser__L_e,0.0
EX_so3_e,0.0
EX_so4_e,3.3728281708459853e-16
EX_spmd_e,0.0
EX_sprm_e,0.0
EX_srb__L_e,0.0
EX_succ_e,2.632352941174719
EX_sucr_e,0.0
EX_taur_e,0.0
EX_thm_e,0.0
EX_thmmp_e,0.0
EX_thmpp_e,0.0
EX_thr__L_e,0.0
EX_thym_e,0.0
EX_thymd_e,0.0
EX_tre_e,0.0
EX_trp__L_e,0.0
EX_ttdca_e,0.0
EX_tyr__L_e,0.0
EX_ura_e,0.0
EX_urea_e,0.0
EX_uri_e,0.0
EX_val__L_e,0.0
EX_xan_e,0.0
EX_xtsn_e,0.0
EX_xyl__D_e,0.0
EX_xylt_e,0.0
EX_zymst_e,0.0
EX_zymstest_SC_e,0.0
FA100tp,0.0
FA120ACPHi,0.0
FA120ACPtm,0.0
FA120tp,0.0
FA140ACPHi,0.0
FA140ACPtm,0.0
FA140COAabcp,0.0
FA140tp,0.0
FA141ACPHi,0.0
FA141ACPtm,0.0
FA141COAabcp,0.0
FA141tp,0.0
FA160ACPHi,0.0
FA160ACPtm,0.0
FA160COAabcp,0.0
FA160tp,0.0
FA161ACPHi,0.0
FA161ACPtm,0.0
FA161COAabcp,0.0
FA161tp,0.0
FA180ACPH,0.0
FA180ACPtm,0.0
FA180COAabcp,0.0
FA181ACPH,0.0
FA181ACPtm,0.0
FA181COAabcp,0.0
FA182ACPH,0.0
FA182ACPtm,0.0
FA182COAabcp,0.0
FA240tp,0.0
FA260tp,0.0
FA80tp,0.0
FACOAL100p,0.0
FACOAL120p,0.0
FACOAL140,1.3507656401007518e-16
FACOAL140p,0.0
FACOAL141,0.0
FACOAL141p,0.0
FACOAL160,0.0
FACOAL160p,0.0
FACOAL161,-4.153858238868535e-17
FACOAL161p,0.0
FACOAL180,-1.2217230114319224e-17
FACOAL181,-8.063371875450686e-17
FACOAL182,0.0
FACOAL240p,0.0
FACOAL260p,0.0
FACOAL80p,0.0
FADFMNtm,0.0
FALDH,0.0
FAO141p_even,0.0
FAO141p_odd,0.0
FAO161p_even,0.0
FAO161p_odd,0.0
FAO181p_even,0.0
FAO181p_odd,0.0
FAO182p_eveneven,0.0
FAO182p_evenodd,0.0
FAO182p_oddodd,0.0
FAO240p,0.0
FAO80p,0.0
FAS100,-5.797204721569053e-19
FAS100ACPm,0.0
FAS100COA,-2.4376488181422754e-16
FAS120,-5.797204721569053e-19
FAS120ACPm,0.0
FAS120COA,-2.388779897684998e-16
FAS140,-5.797204721569053e-19
FAS140ACPm,0.0
FAS140COA,-2.242173136313168e-16
FAS141,0.0
FAS141ACPm,0.0
FAS160,-9.285094886882609e-17
FAS160ACPm,0.0
FAS160COA,-6.59730426173238e-17
FAS161,-4.153858238868535e-17
FAS161ACPm,0.0
FAS180,-1.2217230114319224e-17
FAS180ACPm,0.0
FAS180COA,0.0
FAS181,-8.063371875450686e-17
FAS181ACPm,0.0
FAS182ACPm,0.0
FAS240_L,0.0
FAS260,0.0
FAS80ACPm_L,0.0
FAS80COA_L,-2.437648818142276e-16
FAS80_L,0.0
FBA,0.0
FBA2,0.0
FBA3,10.000000000000027
FBP,0.0
FBP26,0.0
FCLTm,0.0
FDH,0.0
FDNG,0.0
FE2t,0.0
FE2utm,0.0
FECOSTAT_SC,0.0
FECOSTESTH_SC,0.0
FECOSTESTH_SCe,0.0
FECOSTt,0.0
FEtm,0.0
FKYNH,0.0
FMETTRSm,0.0
FMNAT,0.0
FMNATm,0.0
FMNRx,0.0
FMNRx2,0.0
FOLD3m,0.0
FORt,2.764129418623853e-16
FORtm,0.0
FRDPtm,0.0
FRDcm,2.6323529411747137
FRDm,0.0
FRTT,0.0
FRUK,0.0
FRUt2,0.0
FTHFCL,0.0
FTHFCLm,0.0
FTHFI,0.0
FTHFLi,-2.34928146070983e-17
FTHFLmi,0.0
FUM,-2.6323529411747324
FUMAC,0.0
FUMm,0.0
FUMt2r,0.0
G12MT1g,0.0
G12MT2g,0.0
G13MTg,0.0
G16MTg,0.0
G3PCt,0.0
G3PD1ir,5.102941176470163
G3PD1irm,0.0
G3PDm,0.0
G3PIt,0.0
G3PT,5.102941176470163
G5SADrm,3.949563513490674e-15
G5SADs,-7.186349285101343e-16
G5SD,0.0
G5SD2,-7.060685889320922e-16
G6PDA,0.0
G6PDH2er,-1.877710441881486e-16
G6PDH2r,0.0
G6PI,0.0
G6PI3,0.0
G6Pter,-1.8777104418814863e-16
GALIGH,0.0
GALKr,0.0
GALS3,0.0
GALT,0.0
GALUi,-7.315939190242513e-15
GALt2,0.0
GAM6Pt,0.0
GAPD,20.00000000000005
GARFT,-8.527300275375214e-15
GAT1_SC,-1.0840551179078487e-16
GAT2_SC,6.32088996611757e-19
GBEZ,0.0
GCALDt,0.0
GCALDtm,0.0
GCC2am,0.0
GCC2bim,0.0
GCC2cm_copy1,0.0
GCC2cm_copy2,0.0
GCCam,0.0
GCCbim,0.0
GCCcm,0.0
GDPMANNtg,0.0
GDPt3g,0.0
GDPtn,0.0
GF6PTA,0.0
GGLGH,0.0
GGTT,0.0
GHMT2r,-1.7639392003524646e-14
GHMT2rm,-1.8774509803925925
GK1,-1.541263546425137e-17
GK2,0.0
GLCGSD,0.0
GLCGSDv,0.0
GLCNtv,0.0
GLCP,0.0
GLCS2,-2.2623692193837555e-15
GLCt1,10.000000000000007
GLCtv,0.0
GLNS,-1.9771330030420052e-14
GLNTRS,0.0
GLNt2n,0.0
GLNt2r,0.0
GLNt6,0.0
GLNt7,0.0
GLPT,0.0
GLU5K,-7.060685889320922e-16
GLUCYS,0.0
GLUDC,0.0
GLUDxi,0.0
GLUDy,-3.7549019607851557
GLUK,0.0
GLUN,0.0
GLUPRT,-8.527300275375214e-15
GLUSx,0.0
GLUTRS,0.0
GLUTRSm,0.0
GLUt2n,0.0
GLUt2r,0.0
GLUt5m,0.0
GLUt7,0.0
GLUt7m,-1.9593631839886955e-15
GLXt,0.0
GLXtp,0.0
GLYAT,0.0
GLYC3Ptm,0.0
GLYCDy,5.102941176470163
GLYCLm,1.8774509803925925
GLYCt,0.0
GLYCt2,0.0
GLYGS,0.0
GLYK,0.0
GLYOX,0.0
GLYOXm,0.0
GLYTRS,0.0
GLYt2m,3.7549019607851855
GLYt2r,0.0
GMPS2,-2.161242730566386e-16
GND,-8.627632570428649e-15
GNNUC,0.0
GPDDA1,0.0
GRTT,-2.5829866362543745e-16
GSNK,0.0
GSNt2,0.0
GSNt2m,0.0
GTHOXti,0.0
GTHOm,0.0
GTHOr,0.0
GTHPi,0.0
GTHPm,0.0
GTHRDabcv,0.0
GTHRDt2,0.0
GTHS,0.0
GTMLT,0.0
GTPCI,0.0
GTPCII,-4.940723937691715e-18
GTPH1,0.0
GTPt2m,0.0
GUAD,0.0
GUAPRT,0.0
GUAt2r,0.0
GUAtm,0.0
H2O2tn,0.0
H2Ot,-12.26470588235504
H2Oter,1.2914933181271875e-16
H2Otm,1.4362745098007343
H2Otn,-3.3363235401515834e-32
H2Otp,-3.810336332355433e-16
H2Otv,0.0
HACD10p,0.0
HACD4p,0.0
HACD5p,0.0
HACD6p,0.0
HACD7p,0.0
HACD8p,0.0
HACNHm,-1.248775449542201e-15
HBCOAhydb,8.948529411766499
HBZOPT6m,0.0
HCITSm,-1.2487754495422007e-15
HCITSn,0.0
HCO3E,6.387254901959903
HCO3Em,0.0
HCO3En,2.707518265454911e-32
HCO3tn,-2.707518265454911e-32
HCYSMT,0.0
HCYSt2p,0.0
HDCAt,0.0
HDCEAt,0.0
HEMEOMOm,0.0
HEMEOSm,0.0
HETZK,0.0
HEX1,10.000000000000009
HEX4,0.0
HEX7,0.0
HEXCCOAtx,0.0
HEXDPtm,0.0
HGNTOR,0.0
HICITDm,-1.248775449542201e-15
HISTD,-2.892865559212016e-16
HISTP,-2.892865559212016e-16
HISTRS,0.0
HISTRSm,0.0
HISt2m,0.0
HISt2r,0.0
HISt6,0.0
HKYNH,0.0
HMBS,0.0
HMGCOAR,7.748959908763124e-16
HMGCOAS,5.965686274510997
HMGCOASm,-5.965686274510997
HMGCOAtm,-5.965686274510997
HMPK1,0.0
HPPKm,0.0
HPROa,0.0
HPROb,0.0
HPROxm,0.0
HPROym,0.0
HSDxi,3.754901960785188
HSDy,0.0
HSERTA,-2.5001688769660404e-16
HSK,3.7549019607851886
HSTPT,-2.8928655592120153e-16
HXANt2r,0.0
HXPRT,0.0
HYPOE,0.0
IAMACt,0.0
IAMOHt,0.0
IAMOHtm,0.0
IBUTACt,0.0
IBUTOHt,0.0
IBUTOHtm,0.0
ICDHxm,0.0
ICDHym,0.0
ICDHyp,0.0
ICDHyr,-4.848534490130626e-15
ICL,0.0
ID3ACALDt,0.0
ID3ACALDtm,0.0
IG3PS,-2.8928655592120153e-16
IGPDH,-2.8928655592120153e-16
IGPS,-1.2391761973095212e-16
ILETA,8.408072296533266e-16
ILETAm,0.0
ILETRS,0.0
ILETRSm,0.0
ILEt2r,0.0
ILEt6,0.0
ILEt7,0.0
ILEtmi,0.0
IMPC,8.816586831296418e-15
IMPD,-2.161242730566386e-16
IND3ACtm,0.0
IND3ETHt,0.0
IND3ETHtm,0.0
INDPYRD,0.0
INSK,0.0
INSTt2,0.0
INSt2,0.0
IPC124PLC_SC,0.0
IPC126PLC_SC,0.0
IPC224PLC_SC,0.0
IPC226PLC_SC,0.0
IPC324PLC_SC,0.0
IPC326PLC_SC,0.0
IPCS124_SC,0.0
IPCS126_SC,0.0
IPCS224_SC,0.0
IPCS226_SC,0.0
IPCS324_SC,0.0
IPCS326_SC,0.0
IPDDI,-2.5829866362543745e-16
IPDPtm,0.0
IPMD,-1.255158631384552e-15
IPPMIa,1.255158631384552e-15
IPPMIb,1.2551586313845518e-15
IPPS,-1.2551586313845522e-15
IPPSm,0.0
ITCOALm,0.0
KARA1im,-2.4096868771877192e-15
KARA2im,-8.408072296533263e-16
KYN,0.0
KYN3OX,0.0
Kt2r,0.0
LALDO3,0.0
LANOSTAT_SC,0.0
LANOSTESTH_SC,0.0
LANOSTESTH_SCe,0.0
LANOSTt,0.0
LCADi,0.0
LCYSTintv,0.0
LEUTA,1.255158631384552e-15
LEUTAm,0.0
LEUTRS,0.0
LEUTRSm,0.0
LEUt2r,0.0
LEUt6,0.0
LEUt7,0.0
LGTHL,0.0
LNS14DM,0.0
LNS14DMx,-1.2914933181271875e-16
LNSTLS,-1.2914933181271873e-16
LPCAT_SC,0.0
LPP_SC,0.0
LSERDHr,0.0
LYSTRS,0.0
LYSTRSm,0.0
LYSt2m,0.0
LYSt2r,0.0
LYSt6,0.0
L_LACD2cm,0.0
L_LACt2r,0.0
L_LACtm,0.0
MACACI,0.0
MALOAAtp,0.0
MALS,0.0
MALSp,0.0
MALT,0.0
MALTt2,0.0
MALt2r,0.0
MALtm,-17.367647058825373
MAN1PT,-3.5251072176280348e-15
MAN6PI,3.5251072176280348e-15
MANNANter,3.525107217628035e-15
MANt2,0.0
MCITDm,-1.248775449542201e-15
MCITL2m,0.0
MCITSm,0.0
MCOATA,0.0
MCOATAm,0.0
MDH,14.73529411765064
MDHm,-17.367647058825376
MDHp,0.0
MDRPD,0.0
ME1m,0.0
ME2m,0.0
MELIBt2,0.0
MELTGH,0.0
METAT,-8.207071317170679e-17
METB1,0.0
METS,-3.0328984417027277e-16
METTRS,0.0
METTRSm,0.0
METt2m,0.0
METt2r,0.0
MEVK1,-7.748959908763125e-16
MEVK2,0.0
MEVK3,0.0
MEVK4,0.0
MFAPS_SC,-2.6179778816398334e-17
MGSA,0.0
MHPGLUT,0.0
MI13456PKn,0.0
MI1345PKn,0.0
MI1456PKn,-1.23768092383359e-32
MI145P6Kn,-1.469837341621321e-32
MI145PKn,0.0
MI145Ptn,-9.895544173379674e-33
MI1PP,-2.2412311463068758e-17
MI1PS,-2.3125471287818557e-17
MINOHPtn,0.0
